[0.000000] (-) TimerEvent: {}
[0.000203] (sheep_bot) JobQueued: {'identifier': 'sheep_bot', 'dependencies': OrderedDict()}
[0.000233] (sheep_bot) JobStarted: {'identifier': 'sheep_bot'}
[0.004756] (sheep_bot) JobProgress: {'identifier': 'sheep_bot', 'progress': 'cmake'}
[0.005051] (sheep_bot) JobProgress: {'identifier': 'sheep_bot', 'progress': 'build'}
[0.005370] (sheep_bot) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/rosdev/ros2_ws/build/sheep_bot', '--', '-j20', '-l20'], 'cwd': '/home/rosdev/ros2_ws/build/sheep_bot', 'env': OrderedDict([('HOSTNAME', 'gabriel-ubuntu'), ('GIT_ASKPASS', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/extensions/git/dist/askpass.sh'), ('SHLVL', '2'), ('LD_LIBRARY_PATH', '/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('BROWSER', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/bin/helpers/browser.sh'), ('HOME', '/home/rosdev'), ('TERM_PROGRAM_VERSION', '1.90.1'), ('VSCODE_IPC_HOOK_CLI', '/tmp/vscode-ipc-da1f5ab8-b35e-4b4e-a3b3-e7bdb00ba4bb.sock'), ('ROS_PYTHON_VERSION', '3'), ('VSCODE_GIT_ASKPASS_MAIN', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/extensions/git/dist/askpass-main.js'), ('VSCODE_GIT_ASKPASS_NODE', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/node'), ('COLORTERM', 'truecolor'), ('REMOTE_CONTAINERS', 'true'), ('COLCON_PREFIX_PATH', '/home/rosdev/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('REMOTE_CONTAINERS_IPC', '/tmp/vscode-remote-containers-ipc-dcf9512f-9615-42eb-9d5c-af2a426fd4b2.sock'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('NVIDIA_DRIVER_CAPABILITIES', 'graphics,utility,compute'), ('TERM', 'xterm-256color'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/bin/remote-cli:/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('REMOTE_CONTAINERS_SOCKETS', '["/tmp/vscode-ssh-auth-dcf9512f-9615-42eb-9d5c-af2a426fd4b2.sock","/tmp/.X11-unix/X2","/home/rosdev/.gnupg/S.gpg-agent"]'), ('DISPLAY', ':2'), ('LANG', 'C.UTF-8'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('VSCODE_GIT_IPC_HANDLE', '/tmp/vscode-git-899a66fcdb.sock'), ('TERM_PROGRAM', 'vscode'), ('SSH_AUTH_SOCK', '/tmp/vscode-ssh-auth-dcf9512f-9615-42eb-9d5c-af2a426fd4b2.sock'), ('AMENT_PREFIX_PATH', '/home/rosdev/ros2_ws/install/sheep_bot:/opt/ros/humble'), ('REMOTE_CONTAINERS_DISPLAY_SOCK', '/tmp/.X11-unix/X2'), ('SHELL', '/bin/bash'), ('VSCODE_GIT_ASKPASS_EXTRA_ARGS', ''), ('PWD', '/home/rosdev/ros2_ws/build/sheep_bot'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('NVIDIA_VISIBLE_DEVICES', '0'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/home/rosdev/ros2_ws/install/sheep_bot:/opt/ros/humble')]), 'shell': False}
[0.026951] (sheep_bot) CommandEnded: {'returncode': 0}
[0.037407] (sheep_bot) JobProgress: {'identifier': 'sheep_bot', 'progress': 'install'}
[0.041839] (sheep_bot) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/rosdev/ros2_ws/build/sheep_bot'], 'cwd': '/home/rosdev/ros2_ws/build/sheep_bot', 'env': OrderedDict([('HOSTNAME', 'gabriel-ubuntu'), ('GIT_ASKPASS', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/extensions/git/dist/askpass.sh'), ('SHLVL', '2'), ('LD_LIBRARY_PATH', '/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('BROWSER', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/bin/helpers/browser.sh'), ('HOME', '/home/rosdev'), ('TERM_PROGRAM_VERSION', '1.90.1'), ('VSCODE_IPC_HOOK_CLI', '/tmp/vscode-ipc-da1f5ab8-b35e-4b4e-a3b3-e7bdb00ba4bb.sock'), ('ROS_PYTHON_VERSION', '3'), ('VSCODE_GIT_ASKPASS_MAIN', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/extensions/git/dist/askpass-main.js'), ('VSCODE_GIT_ASKPASS_NODE', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/node'), ('COLORTERM', 'truecolor'), ('REMOTE_CONTAINERS', 'true'), ('COLCON_PREFIX_PATH', '/home/rosdev/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('REMOTE_CONTAINERS_IPC', '/tmp/vscode-remote-containers-ipc-dcf9512f-9615-42eb-9d5c-af2a426fd4b2.sock'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('NVIDIA_DRIVER_CAPABILITIES', 'graphics,utility,compute'), ('TERM', 'xterm-256color'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/vscode/vscode-server/bin/linux-x64/611f9bfce64f25108829dd295f54a6894e87339d/bin/remote-cli:/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('REMOTE_CONTAINERS_SOCKETS', '["/tmp/vscode-ssh-auth-dcf9512f-9615-42eb-9d5c-af2a426fd4b2.sock","/tmp/.X11-unix/X2","/home/rosdev/.gnupg/S.gpg-agent"]'), ('DISPLAY', ':2'), ('LANG', 'C.UTF-8'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('VSCODE_GIT_IPC_HANDLE', '/tmp/vscode-git-899a66fcdb.sock'), ('TERM_PROGRAM', 'vscode'), ('SSH_AUTH_SOCK', '/tmp/vscode-ssh-auth-dcf9512f-9615-42eb-9d5c-af2a426fd4b2.sock'), ('AMENT_PREFIX_PATH', '/home/rosdev/ros2_ws/install/sheep_bot:/opt/ros/humble'), ('REMOTE_CONTAINERS_DISPLAY_SOCK', '/tmp/.X11-unix/X2'), ('SHELL', '/bin/bash'), ('VSCODE_GIT_ASKPASS_EXTRA_ARGS', ''), ('PWD', '/home/rosdev/ros2_ws/build/sheep_bot'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('NVIDIA_VISIBLE_DEVICES', '0'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/home/rosdev/ros2_ws/install/sheep_bot:/opt/ros/humble')]), 'shell': False}
[0.046113] (sheep_bot) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.046363] (sheep_bot) StdoutLine: {'line': b'-- Execute custom install script\n'}
[0.046604] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/ball_tracker_params_robot.yaml\n'}
[0.046654] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/ball_tracker_params_sim.yaml\n'}
[0.046711] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/drive_bot.rviz\n'}
[0.046768] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/empty.yaml\n'}
[0.046813] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/gaz_ros2_ctl_use_sim.yaml\n'}
[0.046859] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/gazebo_params.yaml\n'}
[0.046901] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/joystick.yaml\n'}
[0.046942] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/main.rviz\n'}
[0.046985] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/map.rviz\n'}
[0.047027] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/mapper_params_online_async.yaml\n'}
[0.047071] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/my_controllers.yaml\n'}
[0.047111] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/nav2_params.yaml\n'}
[0.047153] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/twist_mux.yaml\n'}
[0.047193] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/config/view_bot.rviz\n'}
[0.047325] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/camera.xacro\n'}
[0.047367] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/depth_camera.xacro\n'}
[0.047406] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/face.xacro\n'}
[0.047447] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/gazebo_control.xacro\n'}
[0.047485] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/inertial_macros.xacro\n'}
[0.047524] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/lidar.xacro\n'}
[0.047563] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/robot.urdf.xacro\n'}
[0.047599] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/robot_core.xacro\n'}
[0.047637] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/description/ros2_control.xacro\n'}
[0.047762] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/ball_tracker.launch.py\n'}
[0.047800] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/camera.launch.py\n'}
[0.047838] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/joystick.launch.py\n'}
[0.047874] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/launch_robot.launch.py\n'}
[0.047911] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/launch_sim.launch.py\n'}
[0.048063] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/localization_launch.py\n'}
[0.048103] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/navigation_launch.py\n'}
[0.048133] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/online_async_launch.py\n'}
[0.048158] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/rplidar.launch.py\n'}
[0.048184] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/launch/rsp.launch.py\n'}
[0.048218] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/worlds/empty.world\n'}
[0.048257] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/worlds/obstacles.world\n'}
[0.048336] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/ament_index/resource_index/package_run_dependencies/sheep_bot\n'}
[0.048410] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/ament_index/resource_index/parent_prefix_path/sheep_bot\n'}
[0.048482] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/environment/ament_prefix_path.sh\n'}
[0.048516] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/environment/ament_prefix_path.dsv\n'}
[0.048583] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/environment/path.sh\n'}
[0.048643] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/environment/path.dsv\n'}
[0.048703] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/local_setup.bash\n'}
[0.048760] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/local_setup.sh\n'}
[0.048817] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/local_setup.zsh\n'}
[0.048872] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/local_setup.dsv\n'}
[0.048912] (sheep_bot) StdoutLine: {'line': b'-- Symlinking: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/package.dsv\n'}
[0.053383] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/ament_index/resource_index/packages/sheep_bot\n'}
[0.053456] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/cmake/sheep_botConfig.cmake\n'}
[0.053501] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/cmake/sheep_botConfig-version.cmake\n'}
[0.053563] (sheep_bot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/rosdev/ros2_ws/install/sheep_bot/share/sheep_bot/package.xml\n'}
[0.054409] (sheep_bot) CommandEnded: {'returncode': 0}
[0.074200] (sheep_bot) JobEnded: {'identifier': 'sheep_bot', 'rc': 0}
[0.074529] (-) EventReactorShutdown: {}
